feature_type,model_name,student_id,slide_id,agent gaze entropy,user gaze entropy,agent workload,agent curiosity,agent valid focus,agent course follow,user workload,user curiosity,user valid focus,user course follow,agent question accuracy,user question accuracy
number,random_forest,757,1,,0.8112781244591328,0.3415000000000003,0.2690000000000001,0.9089000000000004,0.2140999999999998,0.2,0.03,0.83,0.0,1.0,0.25
number,random_forest,757,2,,0.8359889967247166,0.2654999999999998,0.1344,0.6713999999999991,0.1552999999999999,0.39,0.24,0.9,0.2,1.0,1.0
number,random_forest,757,3,,0.3876239630951643,0.4755999999999998,0.1606,0.9885999999999998,0.7388000000000008,0.45,0.31,0.82,0.09,1.0,0.25
number,random_forest,761,1,,0.9182958340544896,0.2894000000000002,0.3341999999999997,0.8920000000000001,0.1313999999999999,0.4,0.25,1.0,0.33,1.0,0.75
number,random_forest,761,2,,0.8636983367872395,0.413,0.2691000000000002,0.8501999999999991,0.0335,0.59,0.21,1.0,0.0,1.0,1.0
number,random_forest,761,3,,0.5109640474436812,0.4776999999999994,0.2310000000000003,0.9949,0.8796000000000003,0.5,0.28,0.91,0.0,1.0,0.75
number,random_forest,763,1,,1.0,0.2856999999999999,0.3171,0.9369,0.1255999999999999,0.38,0.23,1.0,0.5,0.0,1.0
number,random_forest,763,2,,0.74959525725948,0.3743000000000004,0.3044999999999997,0.9115000000000008,0.102,0.53,0.38,1.0,0.0,1.0,1.0
number,random_forest,763,3,,0.6853870929104107,0.5292999999999997,0.3154999999999996,0.9774999999999998,0.9000000000000001,0.4,0.2,0.91,0.0,1.0,0.75
number,random_forest,766,1,,0.8112781244591328,0.3009000000000003,0.3037999999999997,0.8012000000000004,0.3042999999999994,0.26,0.39,1.0,0.0,1.0,1.0
number,random_forest,766,2,,0.8920795639257109,0.3244999999999999,0.2914999999999997,0.7269000000000005,0.1394999999999999,0.36,0.23,1.0,0.0,1.0,0.0
number,random_forest,766,3,,0.9189900464321514,0.3024999999999997,0.1848999999999998,0.9607999999999997,0.9467999999999996,0.38,0.24,0.82,0.0,0.0,0.5
number,random_forest,769,1,,0.9591479170272448,0.3539000000000002,0.3639000000000001,0.9519000000000004,0.4325000000000005,0.3,0.26,0.83,0.67,1.0,1.0
number,random_forest,769,2,,0.880247514883099,0.3332,0.2135000000000003,0.8723000000000007,0.0636,0.21,0.43,1.0,0.0,1.0,0.0
number,random_forest,769,3,,0.7304820237218406,0.3875999999999996,0.5000000000000004,0.9916,0.9307,0.54,0.42,0.91,0.09,0.0,0.75
number,random_forest,770,1,,0.9182958340544896,0.2996000000000004,0.3856999999999996,0.8955000000000003,0.4776000000000007,0.47,0.27,1.0,0.5,0.0,0.5
number,random_forest,770,2,,0.8274095570912811,0.3682,0.3773000000000007,0.9112000000000008,0.0676,0.42,0.52,1.0,0.0,1.0,1.0
number,random_forest,770,3,,0.8091970544181966,0.1644999999999998,0.2765000000000003,0.9388,0.9023,0.35,0.2,0.73,0.0,1.0,0.75
number,random_forest,772,1,,0.9602297178607612,0.3255000000000002,0.4520000000000005,0.9825,0.1494,0.42,0.21,1.0,0.17,0.0,0.5
number,random_forest,772,2,,0.5152734452350943,0.3815,0.3405000000000004,0.8069999999999992,0.1519999999999999,0.44,0.23,0.9,0.0,0.0,1.0
number,random_forest,772,3,,0.8443536850036224,0.1173,0.0859999999999999,0.3235,0.2717000000000001,0.24,0.23,0.82,0.0,1.0,0.75
number,random_forest,773,1,,1.0,0.2185999999999998,0.1983999999999998,0.6846000000000005,0.1209999999999999,0.39,0.28,1.0,0.67,1.0,0.75
number,random_forest,773,2,0.4138168503036337,0.8437590816619511,0.2784000000000001,0.1707,0.6258000000000004,0.0334,0.36,0.28,0.9,0.0,1.0,0.0
number,random_forest,773,3,,0.7559279292634755,0.4768999999999998,0.2021999999999997,0.9774,0.4774999999999993,0.45,0.33,0.91,0.09,0.0,0.0
number,random_forest,775,1,,0.9609640474436812,0.1671,0.1450000000000001,0.5566999999999993,0.1448999999999998,0.25,0.11,0.83,0.17,1.0,0.75
number,random_forest,775,2,,0.5816718657178868,0.2357999999999997,0.1744999999999998,0.665,0.092,0.42,0.27,1.0,0.0,1.0,1.0
number,random_forest,775,3,,0.9031194643266948,0.3772999999999997,0.3054,0.9138,0.8474999999999998,0.29,0.36,0.91,0.0,1.0,0.75
number,random_forest,776,1,,0.8649735207179273,0.2809999999999996,0.3141000000000002,0.9838,0.1668999999999998,0.39,0.19,1.0,0.17,1.0,1.0
number,random_forest,776,2,,0.8120406807941002,0.3235000000000002,0.2346999999999998,0.791,0.1356,0.47,0.37,1.0,0.0,1.0,1.0
number,random_forest,776,3,,0.8571488754739606,0.3981999999999994,0.2756999999999996,0.9882999999999996,0.6795000000000008,0.45,0.35,0.91,0.0,1.0,0.75
number,random_forest,777,1,,,0.3533,0.4536000000000001,0.9036000000000004,0.1139999999999999,0.48,0.39,1.0,0.0,1.0,1.0
number,random_forest,777,2,,0.7793498372920851,0.3946999999999997,0.3553000000000002,0.8602000000000005,0.4857000000000008,0.68,0.61,1.0,0.0,1.0,1.0
number,random_forest,777,3,,0.9798687566511528,0.2991,0.2528000000000002,0.9967,0.9702,0.49,0.22,1.0,0.0,1.0,0.75
number,random_forest,778,1,,0.9206198357143052,0.3089000000000003,0.2970000000000002,0.9575,0.2940999999999995,0.33,0.36,1.0,0.0,1.0,1.0
number,random_forest,778,2,,0.4878527713892913,0.3293999999999996,0.2909999999999996,0.8511999999999991,0.3598999999999999,0.51,0.4,0.9,0.0,1.0,1.0
number,random_forest,778,3,,0.880247514883099,0.3033999999999996,0.3017999999999997,0.9781,0.9072,0.24,0.15,0.73,0.0,1.0,0.75
number,random_forest,781,1,,0.8112781244591328,0.2405000000000001,0.2421999999999999,0.7762000000000003,0.0652,0.21,0.24,0.83,0.0,0.0,1.0
number,random_forest,781,2,,0.8120406807941002,0.3611999999999996,0.2304000000000002,0.8571000000000008,0.1634999999999999,0.51,0.52,1.0,0.2,1.0,1.0
number,random_forest,781,3,,0.9388906303246312,0.1921999999999999,0.1875,0.9728,0.8968999999999998,0.46,0.3,0.91,0.0,1.0,0.5
number,random_forest,784,1,,0.9463946303571862,0.3042999999999997,0.2144000000000002,0.9792000000000002,0.4246,0.23,0.07,0.62,0.12,1.0,1.0
number,random_forest,784,2,,,0.3743999999999999,0.1583999999999999,0.8323999999999993,0.1730999999999999,0.1,0.05,0.6,0.6,1.0,1.0
number,random_forest,784,3,,0.9463946303571862,0.2584999999999998,0.122,0.9264,0.7776,0.34,0.2,0.91,0.0,0.75,0.5
number,random_forest,788,1,,0.920619835714305,0.4886000000000002,0.4479000000000002,0.9852,0.3176999999999995,0.4,0.16,1.0,0.0,1.0,0.75
number,random_forest,788,2,,0.9629610647945144,0.3547999999999998,0.2102999999999998,0.8478999999999992,0.0497,0.24,0.16,0.6,0.0,1.0,1.0
number,random_forest,788,3,,0.7996680068017685,0.5073999999999996,0.2815000000000002,0.9514999999999998,0.7975000000000003,0.4,0.26,1.0,0.0,1.0,0.5
number,random_forest,789,1,,,0.1395999999999998,0.1173,0.4273999999999996,0.0617,0.46,0.18,0.83,0.33,1.0,1.0
number,random_forest,789,2,0.8112781244591328,0.8112781244591328,0.1190000000000001,0.0684,0.3490999999999999,0.0442,0.44,0.27,0.8,0.0,1.0,1.0
number,random_forest,789,3,,,0.1942000000000001,0.0703,0.4818999999999993,0.1529999999999999,0.31,0.19,0.73,0.0,1.0,0.75
number,random_forest,790,1,,0.920619835714305,0.3502000000000004,0.3105000000000003,0.775,0.1348999999999999,0.36,0.17,0.83,0.5,1.0,0.75
number,random_forest,790,2,,0.8920082108960956,0.4044999999999998,0.2712999999999996,0.8419999999999993,0.0636,0.42,0.27,1.0,0.1,1.0,1.0
number,random_forest,790,3,,0.7684626982137671,0.4257999999999996,0.3036999999999994,0.9826,0.9281,0.27,0.24,1.0,0.0,1.0,0.75
number,random_forest,792,1,,0.8649735207179273,0.3466999999999999,0.3808000000000004,0.9307,0.2698999999999996,0.52,0.21,1.0,0.0,1.0,0.5
number,random_forest,792,2,,0.8942252286541447,0.4216000000000004,0.2432,0.8390000000000005,0.0746,0.45,0.32,1.0,0.0,1.0,0.0
number,random_forest,792,3,,0.6257309858938137,0.5506000000000005,0.3071999999999996,0.9801,0.3970999999999993,0.51,0.37,1.0,0.0,0.0,0.5
number,random_forest,798,1,,,0.1450000000000001,0.1075999999999998,0.5062999999999995,0.2492999999999996,0.15,0.09,0.67,0.0,1.0,0.5
number,random_forest,798,2,,0.9182958340544896,0.2734999999999999,0.1897999999999998,0.8134999999999992,0.0735,0.27,0.19,0.71,0.14,1.0,1.0
number,random_forest,798,3,,0.5816718657178868,0.1767999999999998,0.0618999999999998,0.6423000000000008,0.1251999999999999,0.27,0.37,0.75,0.0,1.0,0.75
number,random_forest,801,1,,0.9463946303571862,0.3191000000000001,0.2806999999999998,0.9076000000000002,0.1963999999999998,0.39,0.5,1.0,0.0,1.0,1.0
number,random_forest,801,2,,0.4394969869215134,0.3506000000000003,0.3423999999999999,0.9393,0.0933,0.41,0.36,0.9,0.0,1.0,1.0
number,random_forest,801,3,,0.8903195311147831,0.2912999999999999,0.3490000000000002,0.9475999999999998,0.8587,0.31,0.26,1.0,0.0,1.0,0.25
number,random_forest,802,1,,0.9182958340544896,0.2643000000000005,0.2514999999999996,0.8181000000000005,0.4656000000000002,0.32,0.15,0.83,0.17,1.0,0.75
number,random_forest,802,2,,0.954434002924965,0.2377999999999998,0.1963000000000003,0.8137000000000011,0.073,0.38,0.27,0.8,0.8,1.0,1.0
number,random_forest,802,3,,0.8085947862963575,0.2360999999999998,0.2074,0.7690000000000006,0.7324000000000006,0.43,0.3,1.0,0.0,1.0,0.5
number,random_forest,809,1,,1.0,0.3987000000000003,0.3781999999999999,0.9705000000000004,0.2975999999999998,0.35,0.18,1.0,0.33,1.0,0.75
number,random_forest,809,2,,0.8902220097637678,0.2870000000000001,0.1815,0.6824000000000007,0.1691999999999999,0.5,0.26,1.0,0.0,1.0,1.0
number,random_forest,809,3,,0.659517637169433,0.3930999999999996,0.2192999999999999,0.9562999999999996,0.0515,0.36,0.41,0.91,0.0,1.0,0.5
number,random_forest,810,1,,0.7219280948873623,0.3926000000000003,0.4389000000000003,0.9833,0.1516,0.31,0.32,1.0,0.5,1.0,1.0
number,random_forest,810,2,,0.463436782324667,0.2217000000000003,0.1618000000000002,0.6822999999999994,0.0832,0.33,0.36,0.9,0.1,1.0,1.0
number,random_forest,810,3,,0.8929352898779308,0.5126999999999999,0.2962999999999996,0.98,0.6565000000000003,0.34,0.25,0.82,0.36,1.0,0.5
number,random_forest,814,1,,0.7219280948873623,0.3942000000000007,0.4117,0.9867,0.3599999999999995,0.41,0.37,1.0,0.0,1.0,1.0
number,random_forest,814,2,,0.850631867888737,0.2867999999999999,0.2057000000000003,0.7445000000000005,0.0523,0.53,0.25,0.9,0.0,1.0,1.0
number,random_forest,814,3,,0.5770078865364,0.5534999999999995,0.3413999999999994,0.9872999999999998,0.3228999999999993,0.34,0.35,0.91,0.0,1.0,0.75
number,random_forest,815,1,,1.0,0.2842999999999999,0.1801000000000001,0.8020000000000005,0.0591,0.23,0.05,0.75,0.0,1.0,1.0
number,random_forest,815,2,,0.8437590816619511,0.3578999999999998,0.1618000000000001,0.8957000000000008,0.2330999999999997,0.39,0.11,0.9,0.0,1.0,1.0
number,random_forest,815,3,,0.925644507624552,0.2421000000000002,0.0916999999999999,0.9511,0.8860000000000001,0.11,0.01,0.73,0.0,1.0,0.25
number,random_forest,819,1,,0.7219280948873623,0.3660999999999996,0.2621999999999997,0.8939999999999999,0.0801999999999999,0.35,0.22,0.83,0.17,0.0,0.75
number,random_forest,819,2,,0.9131226292013046,0.3447000000000002,0.2043000000000004,0.7920999999999997,0.122,0.43,0.28,0.8,0.1,1.0,1.0
number,random_forest,819,3,,0.5032583347756457,0.4677999999999994,0.1980999999999999,0.9522999999999996,0.613500000000001,0.56,0.34,0.82,0.09,1.0,0.25
number,random_forest,822,1,,0.6500224216483541,0.3133000000000002,0.2357,0.8690000000000002,0.2223999999999997,0.27,0.26,1.0,0.0,0.0,1.0
number,random_forest,822,2,,0.8699155297736259,0.4181000000000005,0.3183000000000004,0.9304000000000008,0.1399999999999999,0.41,0.36,1.0,0.0,1.0,1.0
number,random_forest,822,3,,0.3589962496465304,0.4485999999999995,0.2379000000000001,0.9567999999999998,0.9069,0.59,0.3,0.91,0.0,1.0,0.25
number,linear_regression,136,1,0.5746356978376794,0.8758079577135706,0.2270943099839064,0.2556644676282051,0.8048042811611821,0.2663201872443456,0.61,0.46,1.0,0.0,0.1666666666666666,1.0
number,linear_regression,136,2,,0.6500224216483541,0.3065146176712233,0.2609273844040259,0.7726828158495134,0.2018497772922058,0.21,0.35,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,136,3,,,0.1646292978574735,0.177336293603454,0.6749627244793719,0.072217028308503,0.17,0.13,0.83,0.0,1.0,1.0
number,linear_regression,140,1,0.6962122601251458,0.9528195311147832,0.2227718393193958,0.2487276359419244,0.8078397828609445,0.2496841955082384,0.18,0.31,1.0,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,140,2,,0.9206198357143052,0.3091046106495232,0.2451056646152118,0.7610922713583652,0.2005169755380589,0.36,0.41,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,142,1,0.4854607607459134,0.8034161391590549,0.2416284259747741,0.253944852162698,0.8196010794779238,0.2380306616891033,0.53,0.27,0.93,0.33,0.1666666666666666,1.0
number,linear_regression,142,2,,0.7896900821428475,0.3055052406034787,0.2415882598189243,0.7563727608178641,0.1990842010285052,0.24,0.17,1.0,0.0,1.0,1.0
number,linear_regression,142,3,,,0.1655096019275888,0.1628918705541154,0.7049872609541101,0.095941961092925,0.22,0.1,1.0,0.17,1.0,1.0
number,linear_regression,146,1,0.3227569588973982,0.9719977955078912,0.289009690517667,0.2649366088220481,0.8699104204590585,0.23949073674448,0.38,0.27,1.0,0.15,0.1666666666666666,0.6666666666666666
number,linear_regression,146,2,,0.9182958340544896,0.3209303491407511,0.2537975552110106,0.7870274462147474,0.212167422689092,0.2,0.32,1.0,0.0,1.0,1.0
number,linear_regression,146,3,,,0.1602131645691611,0.1515608383107216,0.7523810548355379,0.107138827148648,0.2,0.14,0.88,0.75,1.0,1.0
number,linear_regression,148,1,0.7642045065086203,0.754029454868228,0.2374661991075821,0.2582387261486896,0.8230411453146895,0.2824730484921058,0.24,0.14,0.75,0.0,0.1666666666666666,1.0
number,linear_regression,148,2,,,0.3062530189131501,0.2656921807542229,0.7751926607215409,0.2074796887473875,0.0,0.23,1.0,0.0,1.0,0.3333333333333333
number,linear_regression,148,3,,,0.1612684031388862,0.1722467478827065,0.688168746694499,0.0682728069561751,0.12,0.14,0.62,0.62,1.0,0.0
number,linear_regression,149,1,0.8812908992306927,0.7854752972273343,0.252426655369705,0.259359046920839,0.8280514795390533,0.2503148525894222,0.3,0.26,0.93,0.13,0.1666666666666666,0.8333333333333334
number,linear_regression,149,2,,,0.2849889336435864,0.236389839113397,0.7238706708661963,0.199203474134343,0.43,0.11,1.0,0.67,1.0,0.6666666666666666
number,linear_regression,153,1,0.42181719939456,0.925695104461005,0.2671109433690787,0.2571412699590037,0.8565804073523944,0.2450248158142096,0.51,0.61,1.0,0.33,0.1666666666666666,0.6666666666666666
number,linear_regression,153,2,,,0.3208050248471881,0.2521333444865222,0.7845893612002496,0.2096774161756535,0.24,0.12,1.0,0.0,1.0,1.0
number,linear_regression,154,1,0.6665783579949205,0.942353260589238,0.2382203733703845,0.2665410986014515,0.83493806413084,0.277181433438713,0.41,0.48,1.0,0.5,0.0,1.0
number,linear_regression,154,2,0.6500224216483541,0.9591479170272448,0.2745291207875458,0.2298048844999128,0.7345683352489348,0.2102590275626648,0.22,0.28,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,154,3,,,0.1529296259598593,0.1698730901480027,0.6991686402470219,0.0996351932757484,0.11,0.05,0.62,0.5,0.0,0.0
number,linear_regression,155,1,0.9922150607220184,0.8342022886441014,0.2470237600245857,0.2563038931495381,0.8553612552420381,0.2977399103298073,0.32,0.22,0.75,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,155,2,0.9182958340544896,,0.3088059605129943,0.2641923472648976,0.7875349393519196,0.2149582964437886,0.3,0.22,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,158,1,0.2761954276479391,0.874908736501432,0.2452606513468475,0.2807450227128639,0.8493643091443867,0.279976421980778,0.21,0.1,0.73,0.07,0.0,0.8333333333333334
number,linear_regression,158,2,,0.7896900821428475,0.2820052589444781,0.235882360225587,0.7952859562005814,0.2264087469142573,0.45,0.48,1.0,0.0,0.0,0.6666666666666666
number,linear_regression,158,3,,,0.1369316095357358,0.1743998369686619,0.7075221222061419,0.1155951880858978,0.22,0.08,0.88,0.38,0.0,0.0
number,linear_regression,160,1,0.7642045065086203,0.8866828800015338,0.2358887206035464,0.2519911118950171,0.8326865579538056,0.2685480762860867,0.16,0.04,0.75,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,160,2,,0.9182958340544896,0.2886043648349211,0.2376263160939373,0.7386434090012362,0.211201449295264,0.17,0.13,0.71,0.14,1.0,1.0
number,linear_regression,161,1,0.6292492238560345,0.8289766039592923,0.2339987204911817,0.2552647230065588,0.8224813116947158,0.2777961434420212,0.23,0.07,0.75,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,161,2,0.6500224216483541,0.6500224216483541,0.3003141153953169,0.2577331110346521,0.7647402209343342,0.2026227830265512,0.0,0.14,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,163,1,0.7024665512903903,0.7633047960617731,0.2297586820703544,0.2553165753547055,0.81463705917562,0.267950389890437,0.5,0.25,1.0,0.25,0.1666666666666666,0.8333333333333334
number,linear_regression,163,2,,1.0,0.286131959082727,0.2406486156358243,0.7472914659484275,0.1961604195702672,0.18,0.26,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,163,3,,,0.1578697478802671,0.1551578906520566,0.6507932097189315,0.0551134952319149,0.21,0.18,0.83,0.5,1.0,0.0
number,linear_regression,164,1,0.9709505944546686,0.9609640474436812,0.2386811865196453,0.2567357207239479,0.8317568170532981,0.2799967922124065,0.42,0.65,0.75,0.0,0.1666666666666666,0.6666666666666666
number,linear_regression,164,2,,0.9182958340544896,0.2812744507903951,0.2424862795752075,0.7420138868304874,0.2022687399062271,0.18,0.26,1.0,0.0,1.0,0.3333333333333333
number,linear_regression,165,1,0.6665783579949205,0.9321115676166748,0.2298858188525576,0.2542850622039603,0.8104050336463575,0.2552196235042889,0.29,0.34,1.0,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,165,2,,1.0,0.2751651188205463,0.2213561400916275,0.7135506154596811,0.1916091239968061,0.45,0.35,1.0,0.5,1.0,1.0
number,linear_regression,165,3,,1.0,0.1574418875092594,0.1479424052934841,0.6544318107811027,0.0696963009450354,0.21,0.17,1.0,0.83,1.0,0.0
number,linear_regression,167,1,0.7918583525674836,0.640009986715779,0.2456615194283542,0.2591128964794177,0.8489017757667966,0.2984806596604576,0.56,0.74,1.0,0.25,0.1666666666666666,0.8333333333333334
number,linear_regression,167,2,,0.9206198357143052,0.30160060298969,0.255745646398616,0.7831209331495731,0.213971150578005,0.41,0.2,1.0,0.0,1.0,1.0
number,linear_regression,167,3,,,0.1473339693408939,0.1400425039933996,0.7003038104292518,0.0698645699542895,0.12,0.04,0.62,0.5,1.0,0.0
number,linear_regression,175,1,0.3372900666170139,0.9690222556651344,0.2231301817309744,0.2552644327109942,0.8442653178912181,0.2685541713399415,0.57,0.38,1.0,0.25,0.1666666666666666,0.6666666666666666
number,linear_regression,175,2,,0.7896900821428475,0.3019099643653847,0.2249166843313836,0.7942988277987046,0.2191394111256042,0.46,0.29,1.0,0.5,1.0,0.3333333333333333
number,linear_regression,175,3,,,0.1421595630587993,0.1348436723460751,0.7503075673606245,0.131547409919302,0.15,0.05,1.0,0.17,0.0,0.0
number,linear_regression,176,1,0.8699155297736259,0.8142250538997018,0.227731135739098,0.2443886064732971,0.8337244093439417,0.2626941193764111,0.55,0.52,1.0,0.5,0.1666666666666666,0.8333333333333334
number,linear_regression,176,2,,0.9709505944546686,0.320931520632559,0.2516870566383871,0.7848024779543832,0.208285849033946,0.11,0.34,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,176,3,,,0.1701808600419816,0.1581570729705053,0.757450960739644,0.1111832858754515,0.12,0.04,0.67,0.0,1.0,1.0
number,linear_regression,178,1,,,0.3975923084664607,0.3034556260958371,0.920950025728078,0.1914382169501743,0.32,0.14,0.88,0.0,0.1666666666666666,1.0
number,linear_regression,178,2,,,0.3050754410817929,0.2544023939702547,0.7818503882507346,0.2089160920549223,0.24,0.16,1.0,0.0,1.0,1.0
number,linear_regression,178,3,,,0.155189345612255,0.1517275120063157,0.6897981430025539,0.0680818104020242,0.27,0.14,0.88,0.75,1.0,0.0
number,linear_regression,179,1,0.9852281360342516,0.9165164431996026,0.2352261788415027,0.2529528065248539,0.8176043053790156,0.2518377403535399,0.06,0.3,1.0,0.0,0.1666666666666666,0.5
number,linear_regression,179,2,,,0.2586202194502061,0.2093720532919403,0.6718922153426481,0.200813450693732,0.14,0.06,0.75,0.0,1.0,0.6666666666666666
number,linear_regression,181,1,0.7453115759478263,0.9209648829626262,0.2514321141756612,0.2617842071604356,0.832396650642473,0.2626801695120344,0.36,0.32,0.87,0.2,0.1666666666666666,0.6666666666666666
number,linear_regression,181,2,,0.896240625180289,0.2750017941674321,0.2302711376490907,0.7348547881494497,0.194375518555795,0.45,0.24,1.0,0.5,1.0,0.0
number,linear_regression,181,3,,,0.1527706788659702,0.1416776479221571,0.6381982210385138,0.0464114844896909,0.21,0.26,1.0,0.17,1.0,1.0
number,linear_regression,186,1,0.9463946303571862,0.926992412660448,0.2307025693922817,0.2467238271076139,0.8259990905370991,0.2482542218569111,0.44,0.17,1.0,0.0,0.1666666666666666,0.6666666666666666
number,linear_regression,186,2,,0.8112781244591328,0.281100105762583,0.2116549693377321,0.7056102048865376,0.1932799557281582,0.3,0.25,1.0,0.0,1.0,0.0
number,linear_regression,186,3,,,0.1648824509874198,0.1405489647919958,0.709858306744297,0.0989017642445201,0.09,0.04,0.67,0.17,0.0,1.0
number,linear_regression,191,1,0.595905918112551,0.928993200383429,0.2806926489088746,0.2707931921418959,0.8595686744682927,0.2716049601486342,0.35,0.35,1.0,0.33,0.1666666666666666,0.8333333333333334
number,linear_regression,191,2,,0.7219280948873623,0.2781736285032414,0.2413502494146163,0.7425227668378188,0.2051592218492044,0.35,0.24,1.0,0.33,1.0,0.3333333333333333
number,linear_regression,201,1,0.9709505944546686,0.9674887648835618,0.2372102762494093,0.2567719831044958,0.8209591455537606,0.2758757126674394,0.5,0.14,0.75,0.5,0.1666666666666666,1.0
number,linear_regression,201,2,,,0.2847007746269173,0.2429027962233214,0.7292970832684524,0.2099289923904376,0.25,0.2,0.86,0.29,1.0,0.6666666666666666
number,linear_regression,202,1,1.0,0.896240625180289,0.2460519092077623,0.2591254276094497,0.8346977586137863,0.2697660574515159,0.6,0.82,0.75,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,204,1,0.9520903566147751,0.7402395000567984,0.2377657010334427,0.2515490960765046,0.83939888557237,0.2693260919025632,0.48,0.39,1.0,0.25,0.1666666666666666,0.3333333333333333
number,linear_regression,204,2,,0.9182958340544896,0.2834875282238269,0.2256486880875201,0.7340220603438524,0.2000341553758293,0.3,0.27,1.0,0.0,1.0,0.3333333333333333
number,linear_regression,204,3,,,0.1574808829876351,0.1360470525468527,0.6983410791733193,0.0819598542794448,0.3,0.17,1.0,0.0,1.0,1.0
number,linear_regression,207,1,0.6500224216483541,0.926992412660448,0.2577314436725082,0.2595136407498157,0.8484833369533594,0.2696989080938372,0.56,0.44,1.0,0.27,0.1666666666666666,0.8333333333333334
number,linear_regression,207,2,,,0.2869014012241659,0.2374026887411716,0.7409330738735234,0.2136610835689995,0.2,0.21,0.86,0.29,1.0,0.6666666666666666
number,linear_regression,208,1,0.7559699029892675,0.8345901684333654,0.2408706260709764,0.2615855284438713,0.8286971931122612,0.2853581573939974,0.28,0.17,0.75,0.5,0.1666666666666666,0.8333333333333334
number,linear_regression,208,2,,,0.270242300563194,0.2348330424815525,0.7366939142771399,0.2060747224404418,0.12,0.07,0.62,0.0,1.0,0.6666666666666666
number,linear_regression,208,3,,,0.146812840538348,0.1388134373141914,0.6433465701642664,0.0531616272500467,0.13,0.03,0.83,0.5,1.0,1.0
number,linear_regression,209,1,0.8693978806749074,0.8280996181971242,0.2789942216352427,0.2664699535432597,0.8625366199894802,0.2725623912587216,0.5,0.27,1.0,0.0,0.1666666666666666,1.0
number,linear_regression,209,2,0.9182958340544896,,0.2945157371863667,0.255522516899705,0.7589089089369405,0.20425575376853,0.18,0.35,1.0,0.0,1.0,0.6666666666666666
number,linear_regression,211,1,0.5916727785823275,0.9155203770500202,0.2468181440603332,0.2560579169643617,0.8394802344256675,0.2632419922949045,0.52,0.34,1.0,0.33,0.1666666666666666,1.0
number,linear_regression,211,2,,,0.2918107318575909,0.2371980724162436,0.7628822473756093,0.1991464489426175,0.45,0.34,1.0,0.0,1.0,1.0
number,linear_regression,212,1,0.9798687566511528,0.8223773393621179,0.241274054823291,0.2578585182917812,0.8344883817940721,0.2742543756633085,0.27,0.19,0.75,0.0,0.3333333333333333,1.0
number,linear_regression,212,2,,1.0,0.2814187962327891,0.2256061918913011,0.7411645278732025,0.2044278301834565,0.18,0.04,1.0,0.0,1.0,1.0
number,linear_regression,212,3,,,0.1425423001252403,0.1261957802286433,0.6789542296055568,0.0790191878236703,0.11,0.01,0.75,0.25,1.0,0.0
number,linear_regression,213,1,0.7079749057776119,0.723290859226812,0.2602841681342087,0.2592608624118224,0.8567132102020898,0.2684099861266145,0.28,0.62,0.93,0.07,0.1666666666666666,0.5
number,linear_regression,213,2,,0.9182958340544896,0.2743462801056938,0.22014340963992,0.7250405364826291,0.2034766071985852,0.22,0.0,0.67,0.0,1.0,0.0
number,linear_regression,216,1,0.5032583347756457,0.8639310753591651,0.2443523537925553,0.2839376254240162,0.8529539303867136,0.3059117826305408,0.21,0.48,0.75,0.0,0.0,0.8333333333333334
number,linear_regression,216,2,,0.6500224216483541,0.2617419928649921,0.2336262252246212,0.7725237204985099,0.2278755745940029,0.0,0.63,1.0,0.0,1.0,1.0
number,linear_regression,216,3,,,0.1352092784385525,0.1758301966030915,0.6912102047842186,0.1085954135944156,0.15,0.46,0.62,0.5,0.0,1.0
number,linear_regression,217,1,0.6858128831725211,0.7012363042668347,0.2416029767107826,0.259296809643624,0.8425554012738096,0.2952738502910227,0.2,0.18,1.0,0.0,0.1666666666666666,0.6666666666666666
number,linear_regression,217,2,,,0.2854140702115286,0.2394250068897473,0.7656432692353486,0.2110657408371089,0.42,0.4,1.0,0.0,1.0,1.0
number,linear_regression,217,3,,,0.1401655236486707,0.1240590962555256,0.6698267447593034,0.0572042650808653,0.16,0.07,0.62,0.62,1.0,1.0
number,linear_regression,218,1,0.6840384356390417,0.9014772777622144,0.224998164416747,0.2512996710320712,0.8063829727722163,0.255652036685406,0.2,0.22,1.0,0.0,0.1666666666666666,0.8333333333333334
number,linear_regression,218,2,,0.9591479170272448,0.2796897576530597,0.2240605111867348,0.7187704685387003,0.1902407063816339,0.17,0.04,1.0,0.0,1.0,1.0
number,linear_regression,220,1,0.8906223299053728,0.5935169352562453,0.2406009883384435,0.252946914393483,0.864924060539814,0.3029058171657122,0.29,0.34,1.0,0.75,0.1666666666666666,1.0
