start_timestamp,end_timestamp,transcript_id,course_name,exp_id,pupil_size_avg,pupil_size_rela,student_id
20.02,42.46,1,star,1,3935.112868816588,0.5670370946048051,16
20.02,42.46,1,star,1,3252.8599316311706,0.5808897732184017,17
20.02,42.46,1,star,1,3613.775787367758,0.7118221370841873,18
20.02,42.46,1,star,1,2714.122597159812,0.4108094343109508,19
20.02,42.46,1,star,1,2458.4215226428387,0.6984296697547817,20
20.02,42.46,1,star,1,3194.5906418301106,0.488485940365559,21
20.02,42.46,1,star,1,3066.2581420598776,0.7332139510376425,22
20.02,42.46,1,star,1,3324.9693314789256,0.9180223808654436,23
20.02,42.46,1,star,1,4141.2100299898875,0.6077338077542418,24
20.02,42.46,1,star,1,1549.7103222251988,0.29605361286449056,25
20.02,42.46,1,star,1,3171.737233292753,0.5917765274712256,26
42.46,81.31,2,star,1,3380.0052060619823,0.6045613709754885,0
42.46,81.31,2,star,1,3235.6449197143506,0.6267441085082485,1
42.46,81.31,2,star,1,3951.452716072986,0.495825184792742,2
42.46,81.31,2,star,1,4128.0744516659615,0.7207583200689991,3
42.46,81.31,2,star,1,3010.721696169685,0.5274070281957899,4
42.46,81.31,2,star,1,3111.685486470323,0.5754845861717953,5
42.46,81.31,2,star,1,3275.425716871014,0.7177922420665046,6
42.46,81.31,2,star,1,3285.0956621399723,0.5458776213610983,7
42.46,81.31,2,star,1,3169.3880044177986,0.573564698840931,8
42.46,81.31,2,star,1,3999.02143151017,0.450408528897876,9
42.46,81.31,2,star,1,3737.7627862852514,0.6076883776591142,10
42.46,81.31,2,star,1,2503.211210252523,0.5109698373764571,11
42.46,81.31,2,star,1,3257.712050014752,0.5765100444883262,12
42.46,81.31,2,star,1,4038.14223357297,0.5177847773455101,13
42.46,81.31,2,star,1,4837.702148481881,0.7029702869808857,14
42.46,81.31,2,star,1,4276.533228523137,0.43611503506110494,15
42.46,81.31,2,star,1,3870.469101118804,0.5399398904349191,16
42.46,81.31,2,star,1,3074.8703277588493,0.48881030923892876,17
42.46,81.31,2,star,1,3428.015441839649,0.6374436203562158,18
42.46,81.31,2,star,1,2447.2535876165184,0.2918698165854313,19
42.46,81.31,2,star,1,2357.331435286571,0.6493977581355446,20
42.46,81.31,2,star,1,3106.994376555607,0.44498253336332183,21
42.46,81.31,2,star,1,3159.231633236974,0.7843967152419346,22
42.46,81.31,2,star,1,3336.9193061076635,0.923556057470555,23
42.46,81.31,2,star,1,4048.2739488153984,0.5220548952370945,24
42.46,81.31,2,star,1,1431.479211195414,0.23677317308584514,25
42.46,81.31,2,star,1,3726.155036001958,0.7450868769278726,26
81.31,98.899,3,star,1,2856.8996054130253,0.30649550165984346,0
81.31,98.899,3,star,1,2735.6848902346655,0.3466936788879236,1
81.31,98.899,3,star,1,3432.9614831843364,0.2169205789315998,2
81.31,98.899,3,star,1,3650.6721309748273,0.43669595000361605,3
81.31,98.899,3,star,1,2420.24515677412,0.2551192173543087,4
81.31,98.899,3,star,1,2711.898374945692,0.32281458362818266,5
81.31,98.899,3,star,1,2969.436876934177,0.5624679578346075,6
81.31,98.899,3,star,1,2938.482177029698,0.38540841529152686,7
81.31,98.899,3,star,1,2832.6198461747663,0.4122482946768535,8
81.31,98.899,3,star,1,4354.029406881549,0.556160085457715,9
81.31,98.899,3,star,1,3237.754601826816,0.43305115977360953,10
81.31,98.899,3,star,1,1779.1761439421216,0.2819675876983996,11
81.31,98.899,3,star,1,2994.7901912845664,0.3816087407595007,12
81.31,98.899,3,star,1,3615.929720324383,0.34014158730952865,13
81.31,98.899,3,star,1,4285.741238081764,0.4361489788214476,14
81.31,98.899,3,star,1,3882.856907614209,0.2483819301927558,15
81.31,98.899,3,star,1,3431.1948657450935,0.3558060741923368,16
81.31,98.899,3,star,1,2595.5056293332345,0.24082029453348916,17
81.31,98.899,3,star,1,2993.8383741985717,0.46359894862805673,18
81.31,98.899,3,star,1,2101.617517396994,0.13782487096055587,19
81.31,98.899,3,star,1,2035.1712528997334,0.4931398103670452,20
81.31,98.899,3,star,1,2707.837997309214,0.24674734183456404,21
81.31,98.899,3,star,1,2934.215226245659,0.6605231083102994,22
81.31,98.899,3,star,1,3344.010546364205,0.9268397991962051,23
81.31,98.899,3,star,1,4105.537962761268,0.5748472916803788,24
81.31,98.899,3,star,1,1244.773199175646,0.14315978820391947,25
81.31,98.899,3,star,1,2667.5917853221576,0.4523677378766944,26
98.899,127.079,4,star,1,3137.6144343162077,0.4664469711203463,0
98.899,127.079,4,star,1,2959.0956519149795,0.4718362424954373,1
98.899,127.079,4,star,1,3878.003474927254,0.4563156803823758,2
98.899,127.079,4,star,1,3884.548132105121,0.5758560845549252,3
98.899,127.079,4,star,1,2833.1420495439343,0.44551931546934476,4
98.899,127.079,4,star,1,2879.9866032592645,0.4290482561284655,5
98.899,127.079,4,star,1,3177.114809077512,0.6678882279581279,6
98.899,127.079,4,star,1,3164.5771698308495,0.4900820230698377,7
98.899,127.079,4,star,1,2852.8942269518734,0.4219599913547085,8
98.899,127.079,4,star,1,4228.690746256849,0.5188235764840181,9
98.899,127.079,4,star,1,3670.5771365574496,0.5842225318690066,10
98.899,127.079,4,star,1,2422.0990051421827,0.4853151718624352,11
98.899,127.079,4,star,1,2945.676893659779,0.34520155200873176,12
98.899,127.079,4,star,1,3856.540660517323,0.44137708751902804,13
98.899,127.079,4,star,1,4426.500494410234,0.5041928714258831,14
98.899,127.079,4,star,1,4094.2445320827146,0.3491867105783093,15
98.899,127.079,4,star,1,3353.0806692383408,0.3230623711766689,16
98.899,127.079,4,star,1,2905.142145243875,0.4010047311142653,17
98.899,127.079,4,star,1,3029.1576174248894,0.47774078775771345,18
98.899,127.079,4,star,1,2381.437669854656,0.262536623824508,19
98.899,127.079,4,star,1,1880.2085590125541,0.41797796898711514,20
98.899,127.079,4,star,1,3035.3499662220247,0.4094013823586535,21
98.899,127.079,4,star,1,3028.134944107878,0.7122267790299355,22
98.899,127.079,4,star,1,3214.780162404631,0.8669970652487293,23
98.899,127.079,4,star,1,3997.8220094099042,0.47554263382026263,24
98.899,127.079,4,star,1,1435.7023048662488,0.23889060941756013,25
98.899,127.079,4,star,1,2093.8699339481636,0.29371933752726387,26
127.079,158.549,5,star,1,3106.959185493175,0.448979592873604,0
127.079,158.549,5,star,1,2920.4954622548926,0.4502145146365453,1
127.079,158.549,5,star,1,3800.7866645005843,0.41477954107695003,2
127.079,158.549,5,star,1,3993.7431645168394,0.6408289562019126,3
127.079,158.549,5,star,1,2765.782737554812,0.41445776030564396,4
127.079,158.549,5,star,1,2800.306952067943,0.3786898101235221,5
127.079,158.549,5,star,1,3025.8875210626447,0.5911231071383983,6
127.079,158.549,5,star,1,3014.943692099163,0.42080726486072356,7
127.079,158.549,5,star,1,2667.4337652304835,0.33312197603998966,8
127.079,158.549,5,star,1,3964.5168058511667,0.4401301179181313,9
127.079,158.549,5,star,1,3283.7016497871778,0.4490990263391147,10
127.079,158.549,5,star,1,2463.790482736845,0.4985016079976803,11
127.079,158.549,5,star,1,2972.3610923408614,0.3649822774950789,12
127.079,158.549,5,star,1,3588.405607748294,0.32856099458075005,13
127.079,158.549,5,star,1,4431.852035682868,0.5067798394812808,14
127.079,158.549,5,star,1,4176.491458883437,0.38840794415042307,15
127.079,158.549,5,star,1,3170.782372883112,0.24664705177180496,16
127.079,158.549,5,star,1,2940.5704123536934,0.41933285688240735,17
127.079,158.549,5,star,1,3052.460670843277,0.4870713396769878,18
127.079,158.549,5,star,1,2257.587613029378,0.20733846335135384,19
127.079,158.549,5,star,1,2023.930681784792,0.4876877754161288,20
127.079,158.549,5,star,1,2705.159338258659,0.24541702490231404,21
127.079,158.549,5,star,1,3053.6424913770215,0.7262689190074437,22
127.079,158.549,5,star,1,3234.4982339080957,0.8761279156786737,23
127.079,158.549,5,star,1,3979.6872776500595,0.4588240023012894,24
127.079,158.549,5,star,1,1743.5247382063012,0.39323111305652275,25
127.079,158.549,5,star,1,2056.4294108877943,0.28336609914607225,26
158.549,195.319,6,star,1,2962.8952196153605,0.3668918630286954,0
158.549,195.319,6,star,1,2952.0159175101303,0.4678705601513123,1
158.549,195.319,6,star,1,3779.1316689692576,0.4031309776867055,2
158.549,195.319,6,star,1,3826.218168441995,0.5411487800324255,3
158.549,195.319,6,star,1,2518.879213805157,0.3006025679559883,4
158.549,195.319,6,star,1,2667.1139708134824,0.2945103307400742,5
158.549,195.319,6,star,1,2947.6969830778776,0.5514324787197348,6
158.549,195.319,6,star,1,3002.3926535441974,0.41499659886305434,7
158.549,195.319,6,star,1,2760.774413811467,0.37783338186286675,8
158.549,195.319,6,star,1,3639.0923363376814,0.3431910444854577,9
158.549,195.319,6,star,1,3319.1764775751403,0.46148927398389533,10
158.549,195.319,6,star,1,2665.8984214405864,0.562425545931799,11
158.549,195.319,6,star,1,2863.169433455678,0.28403960967804137,12
158.549,195.319,6,star,1,3536.3331777396465,0.30665185572437703,13
158.549,195.319,6,star,1,4209.2786940439455,0.3991865134711747,14
158.549,195.319,6,star,1,4029.4459716993024,0.31828610953710174,15
158.549,195.319,6,star,1,3110.0333400161926,0.22118243228344464,16
158.549,195.319,6,star,1,2645.1063212768163,0.26648024897921174,17
158.549,195.319,6,star,1,3089.6488168288347,0.5019614882197536,18
158.549,195.319,6,star,1,2241.20278054878,0.20003598295067296,19
158.549,195.319,6,star,1,2041.692058393254,0.49630260868888,20
158.549,195.319,6,star,1,2669.4699662952494,0.22769241907222573,21
158.549,195.319,6,star,1,2962.0498752100802,0.6758463392293312,22
158.549,195.319,6,star,1,3173.917215591623,0.848074654129022,23
158.549,195.319,6,star,1,4094.3083612072533,0.5644945843465885,24
158.549,195.319,6,star,1,1813.8887395914126,0.42851124288329745,25
158.549,195.319,6,star,1,2093.2489153278225,0.2935476103907283,26
1.43,9.31,0,birth,1,3165.9984189020656,0.48434414113766516,0
1.43,9.31,0,birth,1,2819.018070615363,0.5796468896525878,1
1.43,9.31,0,birth,1,3785.254473922833,0.6782674239456837,2
1.43,9.31,0,birth,1,3825.573655872257,0.4332991567785931,3
1.43,9.31,0,birth,1,2956.4210817094518,0.44615132124895257,4
1.43,9.31,0,birth,1,3097.683374643084,0.583009856352409,5
1.43,9.31,0,birth,1,2866.902500119527,0.6385745595648474,6
1.43,9.31,0,birth,1,3427.0315098940505,0.6181914179483572,7
1.43,9.31,0,birth,1,3280.102707070188,0.5028497513003504,8
1.43,9.31,0,birth,1,4285.963193943717,0.7020742138658591,9
1.43,9.31,0,birth,1,3481.480754157641,0.728193079092359,10
1.43,9.31,0,birth,1,4139.4487431196085,0.6296070394559639,11
1.43,9.31,0,birth,1,3109.9271262964226,0.6219206837103647,12
1.43,9.31,0,birth,1,4308.905618964343,0.6994645228671746,13
1.43,9.31,0,birth,1,4920.975733706903,0.8043679259728277,14
1.43,9.31,0,birth,1,3828.6684961928936,0.3470917127440499,15
1.43,9.31,0,birth,1,3535.0328087731637,0.4376547093945097,16
1.43,9.31,0,birth,1,3160.0937830516727,0.3662306110205838,17
1.43,9.31,0,birth,1,3427.778143761344,0.6099657443562827,18
1.43,9.31,0,birth,1,2198.487064129783,0.3666913547839166,19
1.43,9.31,0,birth,1,1878.935524744029,0.07944215749569378,20
1.43,9.31,0,birth,1,3487.6385866116752,0.6451809505638534,21
1.43,9.31,0,birth,1,3042.712832380378,0.7213420958430612,22
1.43,9.31,0,birth,1,3370.835160215736,0.9541093768445283,23
1.43,9.31,0,birth,1,4314.804347955263,0.6066872143582376,24
1.43,9.31,0,birth,1,1577.9069559010152,0.1714533807194695,25
1.43,9.31,0,birth,1,4074.8735034207525,0.9592667082748875,26
9.31,31.99,1,birth,1,3001.0120463021085,0.37373011250512833,0
9.31,31.99,1,birth,1,2706.725135111275,0.47374762240836965,1
9.31,31.99,1,birth,1,3553.2008039842785,0.591441299839775,2
9.31,31.99,1,birth,1,3780.5615164330175,0.3984956358248277,3
9.31,31.99,1,birth,1,2559.2257410068114,0.27446541647149836,4
9.31,31.99,1,birth,1,2738.639167084913,0.3495559121291577,5
9.31,31.99,1,birth,1,2729.109516709277,0.5419370679121782,6
9.31,31.99,1,birth,1,3189.247879355446,0.44692383495485444,7
9.31,31.99,1,birth,1,3204.95825407436,0.4623706169682095,8
9.31,31.99,1,birth,1,4048.1042489053325,0.6098674221661414,9
9.31,31.99,1,birth,1,3276.531681969624,0.6444891492626604,10
9.31,31.99,1,birth,1,3472.6980178902836,0.41374278199604486,11
9.31,31.99,1,birth,1,2983.6868794346547,0.5058833094890417,12
9.31,31.99,1,birth,1,3900.630578818423,0.4796072045333458,13
9.31,31.99,1,birth,1,4454.716442387705,0.45162625763829173,14
9.31,31.99,1,birth,1,4000.334507275132,0.45205411634064946,15
9.31,31.99,1,birth,1,3323.0514281766887,0.32169115326952336,16
9.31,31.99,1,birth,1,2725.772322261479,0.17644061713067782,17
9.31,31.99,1,birth,1,3100.594042153163,0.46535715811407913,18
9.31,31.99,1,birth,1,2259.5537177252154,0.4191653858003999,19
9.31,31.99,1,birth,1,1983.174291281956,0.14749423292440406,20
9.31,31.99,1,birth,1,3079.810940255732,0.45341997896119995,21
9.31,31.99,1,birth,1,2899.384537087909,0.6385292717538114,22
9.31,31.99,1,birth,1,3279.440997829974,0.9116004641069647,23
9.31,31.99,1,birth,1,4149.099381323699,0.41411897887704724,24
9.31,31.99,1,birth,1,1595.2785186993387,0.18061680103048197,25
9.31,31.99,1,birth,1,4034.0382696693273,0.8433572716047062,26
31.99,44.14,2,birth,1,2956.628195125543,0.3439732513322913,0
31.99,44.14,2,birth,1,2705.931787793602,0.4729994462276099,1
31.99,44.14,2,birth,1,3472.613540329146,0.5612884487457634,2
31.99,44.14,2,birth,1,3805.7401091055576,0.4179637990488391,3
31.99,44.14,2,birth,1,2499.894778638479,0.24881987406028908,4
31.99,44.14,2,birth,1,2575.459399586758,0.24345488184389583,5
31.99,44.14,2,birth,1,2640.5179318140736,0.4798056855012351,6
31.99,44.14,2,birth,1,2977.755251602409,0.2945927804825129,7
31.99,44.14,2,birth,1,2982.3101026327977,0.3424335614478743,8
31.99,44.14,2,birth,1,3993.5120857861048,0.5887045930265464,9
31.99,44.14,2,birth,1,3012.162306034729,0.536517176244529,10
31.99,44.14,2,birth,1,2876.311375417264,0.22065928787284958,11
31.99,44.14,2,birth,1,2749.734672038117,0.29083937132800036,12
31.99,44.14,2,birth,1,3434.784920625267,0.22874793787036468,13
31.99,44.14,2,birth,1,4341.418104475438,0.3659120520904966,14
31.99,44.14,2,birth,1,3957.1992849794237,0.42567978292841563,15
31.99,44.14,2,birth,1,2970.301074001861,0.12872050000101795,16
31.99,44.14,2,birth,1,2710.9889757627075,0.16998058350358156,17
31.99,44.14,2,birth,1,2801.9940819333747,0.3333821694544156,18
31.99,44.14,2,birth,1,2092.0957855060747,0.2752702775562403,19
31.99,44.14,2,birth,1,2095.622094372013,0.22090556185540275,20
31.99,44.14,2,birth,1,2845.3930266825964,0.3431964390185007,21
31.99,44.14,2,birth,1,2771.344805854267,0.5645499383817808,22
31.99,44.14,2,birth,1,3223.893528896515,0.8857644320448906,23
31.99,44.14,2,birth,1,4097.804497856994,0.3545084228436888,24
31.99,44.14,2,birth,1,1658.276867360517,0.21384814321794454,25
31.99,44.14,2,birth,1,3987.4973275370585,0.7112523737243921,26
44.14,67.71,3,birth,1,2921.619679334147,0.3205020221204001,0
44.14,67.71,3,birth,1,2643.5271594705637,0.4141479754526122,1
44.14,67.71,3,birth,1,3357.2717279614426,0.5181316974739975,2
44.14,67.71,3,birth,1,3701.253133694721,0.3371741568898512,3
44.14,67.71,3,birth,1,2516.831931480696,0.2561408824208757,4
44.14,67.71,3,birth,1,2550.3187457387617,0.22710819060751009,5
44.14,67.71,3,birth,1,2626.139302515441,0.46972161130214163,6
44.14,67.71,3,birth,1,2990.021390372449,0.30342766930580634,7
44.14,67.71,3,birth,1,2926.9585092138304,0.31261652910313403,8
44.14,67.71,3,birth,1,3999.061874907874,0.5908559867840767,9
44.14,67.71,3,birth,1,3111.5466615487235,0.5771070702669894,10
44.14,67.71,3,birth,1,2733.7848152696297,0.1745155209290586,11
44.14,67.71,3,birth,1,2743.1869341732227,0.2848208286855432,12
44.14,67.71,3,birth,1,3685.888757084207,0.36396809751438186,13
44.14,67.71,3,birth,1,4358.713976697203,0.3789969920292694,14
44.14,67.71,3,birth,1,3934.3247984726345,0.4116935484393974,15
44.14,67.71,3,birth,1,3041.795411450995,0.1678311878834764,16
44.14,67.71,3,birth,1,2830.424916135293,0.22217175626374652,17
44.14,67.71,3,birth,1,2727.862331084473,0.30061747326891225,18
44.14,67.71,3,birth,1,2100.0905573311757,0.2821401137109995,19
44.14,67.71,3,birth,1,2210.943240693484,0.29619274731090833,20
44.14,67.71,3,birth,1,2899.9422295188633,0.36884552933765763,21
44.14,67.71,3,birth,1,2850.758849719036,0.6104341179945317,22
44.14,67.71,3,birth,1,3270.8580121472837,0.9076083777429227,23
44.14,67.71,3,birth,1,4079.220077216447,0.33291118793311675,24
44.14,67.71,3,birth,1,1838.3778751557013,0.30885060511639123,25
44.14,67.71,3,birth,1,3939.7671393956666,0.5757718410719396,26
67.71,87.77,4,birth,1,3065.0291345425153,0.4166499483679712,0
67.71,87.77,4,birth,1,2543.042121509513,0.3193842947160325,1
67.71,87.77,4,birth,1,3325.717645050787,0.5063252963101021,2
67.71,87.77,4,birth,1,3739.2319512823865,0.36653949233443295,3
67.71,87.77,4,birth,1,2460.4903601694914,0.2317874908880447,4
67.71,87.77,4,birth,1,2473.3558104979033,0.17706616120625301,5
67.71,87.77,4,birth,1,2636.766340555679,0.47717460545677504,6
67.71,87.77,4,birth,1,2950.881931798291,0.27523682852132253,7
67.71,87.77,4,birth,1,2913.2472791747373,0.3052305052452965,8
67.71,87.77,4,birth,1,3466.5556755012212,0.38442823104180696,9
67.71,87.77,4,birth,1,3285.8781582237916,0.6483063746064087,10
67.71,87.77,4,birth,1,2869.8367335270973,0.21856308653244752,11
67.71,87.77,4,birth,1,2730.992849491957,0.27361228305432367,12
67.71,87.77,4,birth,1,3571.7489088558573,0.3025034511878607,13
67.71,87.77,4,birth,1,4327.806547090784,0.3556144268208544,14
67.71,87.77,4,birth,1,3971.06722333001,0.43415910934271484,15
67.71,87.77,4,birth,1,2996.897350502651,0.14326988539532334,16
67.71,87.77,4,birth,1,2753.8215020418957,0.18869756075362654,17
67.71,87.77,4,birth,1,2631.9643614162774,0.25823255985455956,18
67.71,87.77,4,birth,1,2105.450149828154,0.2867455637621085,19
67.71,87.77,4,birth,1,2351.80162854359,0.38815187109096794,20
67.71,87.77,4,birth,1,2873.063200722352,0.35620698282466307,21
67.71,87.77,4,birth,1,2935.2857096156235,0.6592724019157149,22
67.71,87.77,4,birth,1,3200.0320696564154,0.8746660789099606,23
67.71,87.77,4,birth,1,4061.565831821304,0.31239492367379906,24
67.71,87.77,4,birth,1,1743.1898359629392,0.25863934768199487,25
67.71,87.77,4,birth,1,3844.5223991440375,0.30542285138411246,26
87.77,103.75,5,birth,1,3259.547029106297,0.5470631917149827,0
87.77,103.75,5,birth,1,2650.672216644293,0.42088621161786427,1
87.77,103.75,5,birth,1,3455.1894319922976,0.554768975068443,2
87.77,103.75,5,birth,1,3737.929915509399,0.3655327543772449,3
87.77,103.75,5,birth,1,2626.552096370463,0.3035669316492168,4
87.77,103.75,5,birth,1,2669.613693853081,0.30467489570101525,5
87.77,103.75,5,birth,1,2773.7546921196063,0.5732477896867582,6
87.77,103.75,5,birth,1,3028.9540116684525,0.3314695321281732,7
87.77,103.75,5,birth,1,3037.604359599108,0.37221970754783285,8
87.77,103.75,5,birth,1,3595.9787093422497,0.43459948998100484,9
87.77,103.75,5,birth,1,3114.3086301098683,0.5782350950009673,10
87.77,103.75,5,birth,1,3227.4445214721527,0.33434059780563424,11
87.77,103.75,5,birth,1,2814.045006410452,0.3499520752506435,12
87.77,103.75,5,birth,1,3760.142720620442,0.4039540768015305,13
87.77,103.75,5,birth,1,4479.377094805387,0.4702829146486422,14
87.77,103.75,5,birth,1,4046.135767365457,0.48005855540535436,15
87.77,103.75,5,birth,1,3101.5513538137297,0.2005204342525874,16
87.77,103.75,5,birth,1,2851.670856661,0.23145581723375477,17
87.77,103.75,5,birth,1,2809.082269740816,0.3365150014374343,18
87.77,103.75,5,birth,1,2178.8101636042584,0.3497831695847548,19
87.77,103.75,5,birth,1,2468.155887038154,0.4641135218137125,20
87.77,103.75,5,birth,1,3036.9504341364204,0.43326692565483504,21
87.77,103.75,5,birth,1,2915.4173467760033,0.6477927758347557,22
87.77,103.75,5,birth,1,3200.616086286866,0.8749377145520307,23
87.77,103.75,5,birth,1,4040.6974302634735,0.2881434401667327,24
87.77,103.75,5,birth,1,1896.5884708523265,0.33955642940607844,25
87.77,103.75,5,birth,1,3761.8855697173963,0.07086099224653503,26
103.75,116.05,6,birth,1,3029.2248316350533,0.39264518891685607,0
103.75,116.05,6,birth,1,2628.1269128974004,0.399624578943676,1
103.75,116.05,6,birth,1,3420.4965186820446,0.5417881366379662,2
103.75,116.05,6,birth,1,3600.993412283097,0.25965304017691737,3
103.75,116.05,6,birth,1,2436.7434448927197,0.22152299325382308,4
103.75,116.05,6,birth,1,2487.8173791991417,0.18646921013975412,5
103.75,116.05,6,birth,1,2783.414832296104,0.5800226754071038,6
103.75,116.05,6,birth,1,2961.932521710306,0.2831961982247635,7
103.75,116.05,6,birth,1,2786.865435731803,0.2371505949669667,8
103.75,116.05,6,birth,1,3187.6814748616202,0.2763217424476892,9
103.75,116.05,6,birth,1,3118.182690572168,0.5798173128740732,10
103.75,116.05,6,birth,1,3175.7359349593494,0.3175996551871629,11
103.75,116.05,6,birth,1,2763.612569519796,0.3035956421965934,12
103.75,116.05,6,birth,1,3685.96398048197,0.36400860553687125,13
103.75,116.05,6,birth,1,4369.438002665768,0.38711009750908026,14
103.75,116.05,6,birth,1,4017.117434289631,0.4623157653865063,15
103.75,116.05,6,birth,1,3033.5421034896563,0.16331624917377258,16
103.75,116.05,6,birth,1,2762.8071332508785,0.192624106057529,17
103.75,116.05,6,birth,1,2766.6006326065394,0.31773899900624386,18
103.75,116.05,6,birth,1,2089.098222848892,0.272694498688629,19
103.75,116.05,6,birth,1,2559.4571753352197,0.5237193898059211,20
103.75,116.05,6,birth,1,2911.686981707317,0.3743679236898164,21
103.75,116.05,6,birth,1,2906.812205284553,0.6428208610628646,22
103.75,116.05,6,birth,1,3245.5789645034843,0.8958506811644112,23
103.75,116.05,6,birth,1,4031.5839575150353,0.2775525363335681,24
103.75,116.05,6,birth,1,1737.060314141305,0.25540605281904927,25
103.75,116.05,6,birth,1,3755.407076402352,0.05247200700919367,26
116.05,123.03,7,birth,1,2833.62854108664,0.2615089420730012,0
116.05,123.03,7,birth,1,2518.010824409965,0.2957782146975977,1
116.05,123.03,7,birth,1,3502.644223919422,0.5725248487608333,2
116.05,123.03,7,birth,1,3552.3460967605074,0.22203879019396913,3
116.05,123.03,7,birth,1,2378.6739523638967,0.19642271552362078,4
116.05,123.03,7,birth,1,2468.2369024097097,0.17373779868668363,5
116.05,123.03,7,birth,1,2649.6686892918715,0.486223329037869,6
116.05,123.03,7,birth,1,2950.6769905379538,0.27508921619731974,7
116.05,123.03,7,birth,1,2784.6530191152347,0.23595880095090413,8
116.05,123.03,7,birth,1,3330.7875373053926,0.3317972718148539,9
116.05,123.03,7,birth,1,2916.9754611890294,0.4976416014658074,10
116.05,123.03,7,birth,1,2875.2515401146134,0.22031616029611117,11
116.05,123.03,7,birth,1,2639.715401834427,0.18971197697046677,12
116.05,123.03,7,birth,1,3283.7483736490644,0.14741430998872612,13
116.05,123.03,7,birth,1,4359.581331709708,0.3796531768171021,14
116.05,123.03,7,birth,1,4072.4176575931233,0.4961281917414389,15
116.05,123.03,7,birth,1,2999.8213170399617,0.14486942945293313,16
116.05,123.03,7,birth,1,2874.151575931232,0.2412794523937016,17
116.05,123.03,7,birth,1,2622.8361007070507,0.2541980579654906,18
116.05,123.03,7,birth,1,2134.4924790952673,0.3117013783847625,19
116.05,123.03,7,birth,1,2621.702183764054,0.5643559221570452,20
116.05,123.03,7,birth,1,2821.9867388968482,0.33219077883947257,21
116.05,123.03,7,birth,1,2989.002949172962,0.6903093740707565,22
116.05,123.03,7,birth,1,3157.5902131088824,0.8549256805157592,23
116.05,123.03,7,birth,1,4045.4863900633572,0.29370876242110083,24
116.05,123.03,7,birth,1,1718.3058270115464,0.2455131462174603,25
116.05,123.03,7,birth,1,3750.990338385588,0.03993524479646391,26
123.03,133.239,8,birth,1,3241.123340935183,0.5347111511266496,0
123.03,133.239,8,birth,1,2775.812828911945,0.5389016422604691,1
123.03,133.239,8,birth,1,3722.4605780795678,0.6547722101228447,2
